华润凤凰城二期 1室1厅 56.27平米,2018.03,142.6,25343
华润凤凰城二期 1室1厅 56.27平米,2018.03,145,25769
华润凤凰城三期 3室2厅 105.97平米,2018.02,310,29254
华润凤凰城一期 3室2厅 139.54平米,2018.02,376,26946
华润凤凰城二期 3室2厅 100.8平米,2018.02,285,28274
华润凤凰城一期 2室2厅 88.58平米,2018.02,221,24950
华润凤凰城一期 3室2厅 99.46平米,2018.02,270.5,27197
华润凤凰城三期 4室1厅 152.03平米,2018.02,455,29929
华润凤凰城一期 4室2厅 173.35平米,2018.01,460,26536
华润凤凰城一期 3室2厅 131.27平米,2018.01,350,26663
华润凤凰城二期 5室2厅 153.57平米,2018.01,425,27675
华润凤凰城二期 2室1厅 58平米,2018.01,138,23794
华润凤凰城一期 3室2厅 139.57平米,2018.01,355,25436
华润凤凰城一期 3室2厅 131平米,2018.01,470,35878
华润凤凰城一期 2室2厅 89.02平米,2017.12,225,25276
华润凤凰城一期 3室2厅 131.7平米,2017.12,292,22172
华润凤凰城一期 3室2厅 132平米,2017.12,370,28031
华润凤凰城二期 4室2厅 157.71平米,2017.12,446,28280
华润凤凰城一期 2室2厅 104.47平米,2017.12,230,22016
华润凤凰城一期 3室2厅 124平米,2017.12,270,21775
华润凤凰城三期 3室2厅 183.5平米,2017.12,468,25505
华润凤凰城一期 2室2厅 89.77平米,2017.12,235,26179
华润凤凰城三期 3室2厅 85.68平米,2017.12,227,26494
华润凤凰城三期 2室2厅 85.94平米,2017.11,220.8,25693
华润凤凰城一期 3室2厅 129.84平米,2017.11,280,21566
华润凤凰城一期 3室2厅 136.52平米,2017.11,310,22708
华润凤凰城二期 1室1厅 56.27平米,2017.11,133,23637
华润凤凰城三期 2室2厅 87.24平米,2017.11,209,23957
华润凤凰城三期 3室2厅 124平米,2017.10,285,22984
华润凤凰城二期 1室1厅 56平米,2017.10,140,25000
华润凤凰城一期 2室2厅 75.64平米,2017.10,174,23004
华润凤凰城二期 3室2厅 111.34平米,2017.10,266,23891
华润凤凰城一期 3室2厅 141.02平米,2017.10,340,24111
华润凤凰城一期 2室2厅 90.1平米,2017.10,210,23308
华润凤凰城三期 3室2厅 124.09平米,2017.10,285,22968
华润凤凰城二期 4室2厅 127.07平米,2017.10,280,22036
华润凤凰城一期 4室2厅 173.31平米,2017.10,410,23658
华润凤凰城一期 3室2厅 125.21平米,2017.10,273,21804
华润凤凰城一期 4室2厅 148.02平米,2017.09,290,19592
华润凤凰城一期 3室1厅 138.47平米,2017.09,338,24410
华润凤凰城一期 3室2厅 121.61平米,2017.09,252,20722
华润凤凰城三期 3室2厅 106.05平米,2017.09,258,24329
华润凤凰城二期 3室2厅 111平米,2017.09,260,23424
